Unnamed: 0,State,Sex,Year,Name,Count
919,GA,F,1912,Winnie,28
920,GA,F,1912,Eddie,27
921,GA,F,1912,Florine,27
922,GA,F,1912,Margie,27
923,GA,F,1912,May,27
924,GA,F,1912,Sally,27
925,GA,F,1912,Stella,27
926,GA,F,1912,Tommie,27
927,GA,F,1912,Amanda,26
928,GA,F,1912,Bonnie,26
929,GA,F,1912,Erma,26
930,GA,F,1912,Nell,26
931,GA,F,1912,Ophelia,26
932,GA,F,1912,Pearlie,26
933,GA,F,1912,Frankie,25
934,GA,F,1912,Henrietta,25
935,GA,F,1912,Josie,25
936,GA,F,1912,Kate,25
937,GA,F,1912,Audrey,24
938,GA,F,1912,Allie,23
939,GA,F,1912,Flossie,23
940,GA,F,1912,Irma,23
941,GA,F,1912,Jean,23
942,GA,F,1912,Kathryn,23
943,GA,F,1912,Lila,23
944,GA,F,1912,Charlie,22
945,GA,F,1912,Claudia,22
946,GA,F,1912,Dollie,22
947,GA,F,1912,Ina,22
948,GA,F,1912,Jimmie,22
949,GA,F,1912,Willa,22
950,GA,F,1912,Corine,21
951,GA,F,1912,Eliza,21
952,GA,F,1912,Nannie,21
953,GA,F,1912,Francis,20
954,GA,F,1912,Jannie,20
955,GA,F,1912,Luella,19
956,GA,F,1912,Mollie,19
957,GA,F,1912,Rosetta,19
958,GA,F,1912,Sue,19
959,GA,F,1912,Allene,18
960,GA,F,1912,Amy,18
961,GA,F,1912,Billie,18
962,GA,F,1912,Elma,18
963,GA,F,1912,Emmie,18
964,GA,F,1912,Eugenia,18
965,GA,F,1912,Geraldine,18
966,GA,F,1912,Myrtis,18
967,GA,F,1912,Reba,18
968,GA,F,1912,Rubye,18
969,GA,F,1912,Ernestine,17
970,GA,F,1912,Hilda,17
971,GA,F,1912,Lorene,17
972,GA,F,1912,Ludie,17
973,GA,F,1912,Magnolia,17
974,GA,F,1912,Marian,17
975,GA,F,1912,Miriam,17
976,GA,F,1912,Naomi,17
977,GA,F,1912,Amelia,16
978,GA,F,1912,Belle,16
979,GA,F,1912,Elnora,16
980,GA,F,1912,Johnie,16
981,GA,F,1912,Lela,16
982,GA,F,1912,Millie,16
983,GA,F,1912,Mozelle,16
984,GA,F,1912,Barbara,15
985,GA,F,1912,Connie,15
986,GA,F,1912,Harriet,15
987,GA,F,1912,Linnie,15
988,GA,F,1912,Maud,15
989,GA,F,1912,Mittie,15
990,GA,F,1912,Olivia,15
991,GA,F,1912,Robbie,15
992,GA,F,1912,Susan,15
993,GA,F,1912,Floy,14
994,GA,F,1912,Georgie,14
995,GA,F,1912,Jeanette,14
996,GA,F,1912,Lee,14
997,GA,F,1912,Maudie,14
998,GA,F,1912,Winifred,14
999,GA,F,1912,Annette,13
