Unnamed: 0.1,Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
451,451,,1.02,B,Miscellaneous,41.10777093,-74.06471522,NY,3/31/2006,3/31/2006,Mar,3/31/2006 0:11,3/31/2006 0:11,0 days 00:00:00.000000000,3/1/2006,2006,Mar,725025,28653.14113,99999,1973,2020,15,0.1,725025-94741-2006.gz,5.362276215,5.345283019,8.211173184,0.0,4.113682863999999,4.225336927,3.064804469,0.0,51.25581395,44.95687332,48.63687151,0.0,18.3,2.1,2.1,0.0,0.0613159959451006
452,452,MS0    1010-6540308003,10.0,C,Missing/Undefined,34.194336,-89.932994,MS,3/8/2010,,Mar,3/8/2010 14:55,,,2/6/2010,2010,Feb,720588,42358.84792,99999,2008,2013,16,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2060983174136015
453,453,"""BAKER, K.""              ",1.0,B,Debris Burning,40.12194444,-122.5838889,CA,6/18/1996,,Jun,,,,5/19/1996,1996,May,725920,50203.52964,24257,1943,2003,14,0.1,725920-24257-1996.gz,23.42666667,27.20638889,25.69583333,26.55148936,3.217222222,2.839166667,2.954761905,3.0649645389999995,43.81538462,39.41666667,42.44642857,39.74751773,21.0,0.0,0.0,3.0,0.5208044271650658
454,454,,1.0,B,Lightning,31.06063,-98.36158001,TX,9/23/2006,,Sep,,,,8/24/2006,2006,Aug,722542,38347.40037,99999,1999,2020,12,0.1,722542-03999-2006.gz,25.6489842,24.73809524,24.80995475,21.90097933,2.831151242,2.81991342,3.616742081,2.913710555,63.57562077,66.68398268,66.12217195,65.31526549,111.6,58.8,10.2,133.4,0.2868324709398349
455,455,SWEENEY,10.0,C,Campfire,37.21778,-87.73299,KY,3/10/2012,3/11/2012,Mar,3/10/2012 15:33,3/11/2012 11:10,1 days 00:00:00.000000000,2/9/2012,2012,Feb,999999,32974.48986,421,2010,2014,0,1.0,999999-73801-2012.gz,12.10450231,14.97069444,13.86884921,11.07118056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1841991915309835
456,456,,6.0,B,Miscellaneous,33.325,-79.4875,SC,3/5/1997,,Mar,,,,2/3/1997,1997,Feb,747917,54611.32995,99999,1942,2020,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1128043344594567
457,457,GB2 FIRE,1.0,B,Lightning,29.9604,-93.665,LA,8/18/2003,8/18/2003,Aug,8/18/2003 9:30,8/18/2003 10:30,0 days 00:00:00.000000000,7/19/2003,2003,Jul,722248,33682.04131,359,1973,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2436323330960805
458,458,,15.28,C,Railroad,31.45626247,-82.52083459999999,GA,10/25/2006,,Oct,,,,9/25/2006,2006,Sep,722090,102080.5099,99999,1945,2020,12,1.0,722090-03875-2006.gz,21.77922078,21.4,21.37078652,13.57374245,2.048051948,2.307058824,2.541573034,2.669215292,69.71698113,66.78767123,64.97101449,75.75216853,21.4,0.3,0.3,50.1,0.1410087370120216
459,459,SWR-20141213-004,1.0,B,Miscellaneous,31.078536,-88.031317,AL,12/13/2014,12/13/2014,Dec,,,0 days 00:00:00.000000000,11/13/2014,2014,Nov,998196,41967.67311,99999,2008,2020,12,0.1,998196-99999-2014.gz,13.02114047,14.71086351,13.01666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1909249699175015
460,460,,3.0,B,Missing/Undefined,18.360287,-67.23719,PR,2/26/2006,,Feb,,,,1/27/2006,2006,Jan,785140,19052.14045,11603,1945,2018,12,0.1,785140-11603-2006.gz,24.09139785,24.28169014,24.27131783,24.35445205,5.209255898,5.362724013999999,5.814173228,5.222145329,76.78649635,74.77338129,72.50393701,76.30968858,0.0,0.0,0.0,0.0,0.0216671145568918
461,461,140000297,3.0,B,Debris Burning,32.526862,-94.596785,TX,9/15/2014,,Sep,,,,8/16/2014,2014,Aug,722447,19100.73079,3901,2005,2020,12,0.1,722447-53903-2014.gz,27.78474758,27.01966173,25.93619048,23.74604167,2.138054054,1.957356077,2.036538462,1.886339937,73.15027027,74.95948827,74.55769231,77.69400631,22.4,9.9,0.5,75.4,0.2503753676058662
462,462,WARD ROAD,1.5,B,Miscellaneous,46.38,-120.337,WA,6/24/2007,6/24/2007,Jun,6/24/2007 12:50,6/24/2007 15:25,0 days 00:00:00.000000000,5/25/2007,2007,May,727810,26211.17124,24243,1994,2020,9,0.1,727810-24243-2007.gz,18.53682353,17.7028169,19.00753769,0.0,3.280196802,3.172048193,3.25257732,0.0,45.55842558,47.33012048,44.29896907,0.0,6.4,1.4,0.0,0.0,0.4956296560361821
463,463,STANLEY,1.0,B,Missing/Undefined,32.7566986,-108.0360031,NM,11/18/1992,,Nov,,,,10/19/1992,1992,Oct,722721,18414.19968,93063,1978,2020,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3787705111441317
464,464,96,1.0,B,Arson,47.9783,-99.0225,ND,4/14/2007,4/14/2007,Apr,4/14/2007 18:15,4/14/2007 18:45,0 days 00:00:00.000000000,3/15/2007,2007,Mar,727573,17299.70258,99999,2006,2020,15,0.1,727573-94928-2007.gz,-1.37564645,-2.86972821,-1.735059761,0.0,5.796229972000001,6.056619717999999,5.2156,0.0,72.39124227,65.80432738,57.604,0.0,21.2,12.5,0.0,0.0,0.2852066737854397
465,465,,7.0,B,Miscellaneous,32.7125,-80.3542,SC,3/23/1997,,Mar,,,,2/21/1997,1997,Feb,722083,35271.6734,99999,1945,2020,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1208730496298873
466,466,,1.18,B,Equipment Use,31.533,-84.1159,GA,5/9/1993,5/9/1993,May,5/9/1993 16:30,5/9/1993 18:35,0 days 00:00:00.000000000,4/9/1993,1993,Apr,722062,119461.5241,99999,1945,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1552089891408632
467,467,,2.0,B,Miscellaneous,39.29277999,-75.23615001,NJ,3/16/2006,,Mar,,,,2/14/2006,2006,Feb,724088,27900.417360000003,99999,1973,2020,0,0.1,724088-13707-2006.gz,5.232095491,8.073878628,13.67759563,9.175461741,5.147214854,5.400527704,5.891803279,4.682585752,55.35524476,56.55858311,59.94827586,56.79480164,8.9,6.1,1.3,27.4,0.0722360835825952
468,468,,5.0,B,Miscellaneous,36.4517,-83.0183,TN,4/11/1997,,Apr,,,,3/12/1997,1997,Mar,723350,55596.78931,13877,1946,2020,0,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14214770754824
469,469,,6.8,B,Missing/Undefined,30.72657,-90.78133,LA,2/10/2015,2/10/2015,Feb,2/10/2015 13:50,2/10/2015 14:55,0 days 00:00:00.000000000,1/11/2015,2015,Jan,722317,40873.483660000005,13970,2006,2020,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2163593328206505
470,470,CADE,1.0,B,Debris Burning,41.81416667,-123.35833329999998,CA,6/11/2005,6/11/2005,Jun,6/11/2005 14:00,6/11/2005 16:39,0 days 00:00:00.000000000,5/12/2005,2005,May,725955,74089.40911000001,24259,1973,2020,15,0.1,725955-24259-2005.gz,13.49457672,13.66272494,11.83786982,0.0,3.1058201060000004,3.140359897,3.0112426039999995,0.0,63.75629139,63.03608247,59.31360947,0.0,26.3,7.6,0.0,0.0,0.5280936571717687
471,471,,3.9,B,Arson,34.4644,-85.3808,GA,3/2/1999,,Mar,,,,1/31/1999,1999,Jan,723200,23397.59123,99999,1990,2020,16,0.1,723200-93801-1999.gz,8.20325779,6.607932011,7.096932515,8.782237762000001,2.252974504,2.15184136,2.052760736,2.726713287,68.54121306,65.47865854,65.56578947,60.55620438,28.7,28.7,21.6,22.7,0.1645453576977888
472,472,,8.0,B,Debris Burning,32.7625,-89.8994,MS,1/27/2001,,Jan,1/27/2001 20:40,,,12/28/2000,2000,Dec,722350,51755.20065,3940,1943,2004,12,0.1,722350-03940-2000.gz,-0.034459459,0.0,0.0,0.0,3.540136054,0.0,0.0,0.0,78.68376068,0.0,0.0,0.0,84.4,0.0,0.0,0.0,0.2067593788717421
473,473,,10.0,C,Arson,30.69583116,-89.66407181,MS,2/25/1995,2/25/1995,Feb,2/25/1995 14:23,2/25/1995 16:03,0 days 00:00:00.000000000,1/26/1995,1995,Jan,722138,41844.9617,99999,1973,2010,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2061276120765796
474,474,SHEEP,0.6,B,Lightning,34.33805556,-117.7088889,CA,7/30/2011,7/31/2011,Jul,7/30/2011 17:40,7/31/2011 12:30,1 days 00:00:00.000000000,6/30/2011,2011,Jun,722887,29105.02825,99999,2006,2020,16,0.1,722887-03180-2011.gz,21.0,21.0,0.0,0.0,2.6,2.6,0.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741295275066108
475,475,FM 730 4-15-11,1.0,B,Powerline,33.323732,-97.561696,TX,4/15/2011,,Apr,,,,3/16/2011,2011,Mar,720305,8414.925325,99999,2006,2020,16,0.1,720305-53964-2011.gz,19.4784428,20.3956905,21.81362725,19.33721472,5.52782194,5.601077375,5.6054108220000005,5.088076386,52.54986667,47.99214917,50.97389558,58.42028302,0.0,0.0,0.0,0.0,0.2776413121704826
476,476,,7.0,B,Debris Burning,31.67722,-94.51861,TX,9/27/2002,,Sep,,,,8/28/2002,2002,Aug,722499,21149.50117,53948,1941,2020,12,0.1,722499-99999-2002.gz,25.31217184,24.43140965,22.96558704,19.75428292,2.321622912,2.595364238,3.49534413,2.0319628,71.04719324,69.29035433,63.05042017,77.63980529999999,53.4,13.7,8.1,64.8,0.2502617742344994
477,477,,2.0,B,Arson,33.5833,-80.3667,SC,7/6/2000,,Jul,,,,6/6/2000,2000,Jun,723107,14645.27129,371,1979,2005,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1203841022028953
478,478,,30.0,C,Equipment Use,32.9263,-96.15948,TX,8/6/2008,,Aug,,,,7/7/2008,2008,Jul,722588,17837.933240000002,99999,1990,2010,12,1.0,722588-13926-2008.gz,29.2027907,30.11348837,30.60521042,26.19211137,2.84009324,2.925,2.8877755510000003,2.533689591,60.29821170000001,57.09698682,58.03206413,71.72331544,0.0,0.0,0.0,0.0,0.2647195970167391
479,479,,0.55,B,Debris Burning,31.515,-81.3746,GA,9/20/1997,9/20/1997,Sep,9/20/1997 13:00,9/20/1997 14:47,0 days 00:00:00.000000000,8/21/1997,1997,Aug,722090,44695.42958,99999,1945,2020,12,0.1,722090-99999-1997.gz,26.39660057,26.16666667,26.67021277,0.0,2.939093484,2.541919192,2.379787234,0.0,69.31714286,70.11794872,74.02150538,0.0,8.9,5.1,4.3,0.0,0.1307740458459396
480,480,,1.0,B,Miscellaneous,33.37665999,-98.77128999,TX,7/2/2005,,Jul,,,,6/2/2005,2005,Jun,A00019,105494.2257,53969,2001,2019,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2890432308748449
481,481,13-0000357,1.0,B,Debris Burning,32.473656,-94.586494,TX,9/12/2013,,Sep,,,,8/13/2013,2013,Aug,722470,15361.91679,3901,1973,2020,12,0.1,722470-03901-2013.gz,28.63738318,29.55067024,28.85086705,23.91254162,2.167690254,1.965147453,1.83583815,2.226748058,58.39786382,56.09115282,55.69364162,71.14653244,8.5,5.5,0.0,55.5,0.2503171616950961
482,482,THUMB,1.0,B,Lightning,35.06555556,-112.0052778,AZ,5/24/2001,5/24/2001,May,5/24/2001 14:11,5/24/2001 19:15,0 days 00:00:00.000000000,4/24/2001,2001,Apr,723760,24014.42004,99999,2000,2002,15,0.1,723760-99999-2001.gz,15.34555556,18.68709677,28.9,0.0,3.801111111,3.703225806,7.2,0.0,41.35555556,37.74193548,18.0,0.0,5.6,1.5,0.0,0.0,0.416416398838074
483,483,,5.0,B,Missing/Undefined,17.989458,-66.518951,PR,4/30/2011,,Apr,,,,3/31/2011,2011,Mar,785265,68266.80426,494,1945,2018,12,0.1,785265-00494-2011.gz,26.86253369,26.71649485,27.03191489,27.12398922,6.33423913,6.0336787560000005,7.080851064,5.200824176,69.98369565,70.79274611,71.92553191,76.28571429,0.0,0.0,0.0,0.0,0.0161074999057935
484,484,,4.0,B,Arson,31.111340500000004,-89.59378043,MS,10/4/1992,10/4/1992,Oct,10/4/1992 13:13,10/4/1992 14:19,0 days 00:00:00.000000000,9/4/1992,1992,Sep,722348,46599.76262,53808,1973,2020,12,0.1,722348-99999-1992.gz,22.70235131,20.9630854,19.49230769,0.0,1.985062241,2.64600551,3.523668639,0.0,76.8769018,77.41046832,68.72189349,0.0,0.0,0.0,0.0,0.0,0.2051653429599262
485,485,,20.0,C,Railroad,28.65,-81.52,FL,5/19/1993,,May,,,,4/19/1993,1993,Apr,722053,21679.2408,12841,1952,2020,12,1.0,722053-12841-1993.gz,22.36443812,24.21054131,24.74545455,25.98388017,3.556160458,3.275287356,3.2877300610000004,3.237482117,64.54088953,64.93678161,61.57055215,68.35243553,0.0,0.0,0.0,0.0,0.1343423782196158
486,486,HOPE RD FIRE,3.8,B,Lightning,34.383334999999995,-80.966667,SC,7/6/2011,7/6/2011,Jul,7/6/2011 9:37,7/6/2011 11:49,0 days 00:00:00.000000000,6/6/2011,2011,Jun,720634,15131.07608,220,2009,2020,16,0.1,720634-00220-2011.gz,27.95972696,28.08231707,28.0,0.0,2.3621843,2.323272358,2.020240964,0.0,53.00204778,54.82418699,53.47710843,0.0,0.0,0.0,0.0,0.0,0.1251640706558876
487,487,GW1BLKFOOT,5.0,B,Smoking,48.6667,-112.4176,MT,5/4/1992,5/4/1992,May,5/4/1992 12:00,5/4/1992 17:00,0 days 00:00:00.000000000,4/4/1992,1992,Apr,727690,7748.297703,24137,1979,2005,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4152883789881161
488,488,,4.93,B,Campfire,31.99226755,-83.44929961,GA,3/11/2006,,Mar,,,,2/9/2006,2006,Feb,747806,131389.3589,63809,1982,2019,12,0.1,747806-63809-2006.gz,10.74149977,12.90799257,13.43027888,15.49508657,2.7664182580000003,3.066078067,2.896215139,2.941693964,59.97808359,53.90322581,53.4439834,59.0112532,0.0,0.0,0.0,0.0,0.1489014951111862
489,489,FY2011-UPSON-070,2.45,B,Debris Burning,32.84417763,-84.40365152,GA,4/2/2011,4/2/2011,Apr,4/2/2011 17:30,4/2/2011 18:29,0 days 00:00:00.000000000,3/3/2011,2011,Mar,747806,17355.048430000003,99999,2006,2020,12,0.1,747806-63809-2011.gz,13.30962343,14.96265173,11.62828283,0.0,2.6820548580000003,2.442296919,2.028888889,0.0,70.14821029,70.56183746,82.52040816,0.0,0.0,0.0,0.0,0.0,0.1568441449371005
490,490,,31.0,C,Arson,33.57438001,-91.66145997,AR,1/31/2006,,Jan,,,,1/1/2006,2006,Jan,723424,5221.284157,99999,1973,2020,16,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2224096082417819
491,491,,1.1,B,Debris Burning,32.6639,-82.5606,GA,12/15/1999,,Dec,,,,11/15/1999,1999,Nov,722217,41345.26598,63881,1997,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1404860703108095
492,492,,2.0,B,Missing/Undefined,33.15833333,-80.12083333,SC,8/26/1993,8/26/1993,Aug,,8/26/1993 11:30,0 days 00:00:00.000000000,7/27/1993,1993,Jul,722083,29404.73642,99999,1945,2020,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1185019832829294
493,493,,1.0,B,Debris Burning,35.0374,-81.37038000000001,SC,3/27/2008,,Mar,,,,2/26/2008,2008,Feb,723147,26370.88922,53870,2006,2020,15,0.1,723147-53870-2008.gz,11.8416198,13.20422222,12.36368715,14.50049358,2.383239595,2.374666667,2.903910615,2.496544916,58.30708661,56.29555556,41.44134078,70.68972332,102.0,51.5,20.8,58.1,0.1283278222800163
494,494,ZURFLUH GRASS FIRE,1.68,B,Debris Burning,44.69583,-122.72389,OR,8/31/2014,8/31/2014,Aug,8/31/2014 15:00,8/31/2014 15:45,0 days 00:00:00.000000000,8/1/2014,2014,Aug,726945,49438.14005,24202,1977,2020,15,0.1,726945-24202-2014.gz,21.10714286,21.20018536,21.63817097,0.0,3.774524362,3.655380334,3.539960239,0.0,61.83519034,60.3463324,58.33466135,0.0,1.6,0.0,0.0,0.0,0.5205759301880752
495,495,,6.2,B,Debris Burning,34.268829,-80.796585,SC,3/17/2012,3/17/2012,Mar,3/17/2012 14:12,3/17/2012 16:49,0 days 00:00:00.000000000,2/16/2012,2012,Feb,998208,11389.81267,99999,2008,2018,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1237323528657865
496,496,,8.0,B,Arson,42.120559,-77.92195699999999,NY,4/12/2006,,Apr,,,,3/13/2006,2006,Mar,725157,5933.257397,54757,1973,2020,9,0.1,725157-54757-2006.gz,1.102795031,4.104861111,1.807986111,10.35212528,4.730512421999999,4.119444444,3.556944444,3.5053691280000003,73.67493995,69.7876588,72.12222222,59.96726862,63.5,35.6,8.9,40.9,0.0944108729583821
497,497,,4.0,B,Arson,34.1075,-85.6925,AL,11/11/2001,,Nov,,,,10/12/2001,2001,Oct,722285,39284.08569,99999,1999,2005,16,0.1,722285-99999-2001.gz,12.66993007,10.51532033,11.61904762,11.7424812,3.34984127,2.926470588,2.872,3.202230483,53.06349206,45.68382353,43.68,60.35687732,7.9,0.0,0.0,0.0,0.1675870935388799
498,498,,2.3,B,Debris Burning,36.00011999,-79.25434999,NC,2/15/2006,,Feb,,,,1/16/2006,2006,Jan,722193,39770.52466,99999,2005,2020,0,0.1,722193-03722-2006.gz,7.802538787,6.383317712999999,3.534274194,11.40149393,2.445155221,2.304502814,1.999193548,2.9506542060000003,57.06589147,54.69038462,52.48016701,46.86423841,0.0,0.0,0.0,0.0,0.1090522939279781
499,499,WINDY,10.0,C,Arson,30.06666667,-84.61666667,FL,3/12/2005,3/12/2005,Mar,3/12/2005 15:20,3/12/2005 17:45,0 days 00:00:00.000000000,2/10/2005,2005,Feb,994086,31507.47634,99999,2004,2020,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1608327022712956
500,500,BEN LILLY,0.7,B,Lightning,32.88416667,-108.21833329999998,NM,7/8/2002,7/8/2002,Jul,7/8/2002 13:30,7/8/2002 14:30,0 days 00:00:00.000000000,6/8/2002,2002,Jun,722721,28266.72704,93063,1978,2020,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3804687432696747
501,501,FY2011-GLYNN-044,2.2,B,Lightning,31.27108084,-81.46903512,GA,6/13/2011,6/14/2011,Jun,6/13/2011 22:41,6/14/2011 0:13,1 days 00:00:00.000000000,5/14/2011,2011,May,722136,1370.287201,53883,2006,2020,12,0.1,722136-53883-2011.gz,24.90509584,26.07786116,25.83266932,29.37142857,2.589060309,2.253939962,2.303984064,3.434285714,68.29145978,68.97025641,67.91341991,63.9,0.0,0.0,0.0,0.0,0.1317947260004877
502,502,,1.0,B,Arson,29.16778,-82.58111,FL,9/30/2006,,Sep,,,,8/31/2006,2006,Aug,722055,35421.26116,99999,1990,2020,12,0.1,722055-12861-2006.gz,25.24286383,24.78107607,23.90039841,21.62721342,1.534411627,1.41996286,1.403784861,2.079962721,76.8806391,72.76230269,71.14143426,66.88397018,76.4,28.3,0.3,13.8,0.143347316938861
503,503,CR 1816,1.0,B,Miscellaneous,31.86336485,-97.38262044,TX,6/23/2010,,Jun,,,,5/24/2010,2010,May,720295,36149.00209,99999,2006,2020,12,0.1,720295-53972-2010.gz,27.85919407,28.57027778,29.49107143,28.28770302,3.4155627610000003,4.393425926,4.045436508,3.122923434,65.51597962,67.83981481,63.19246032,70.1262181,20.1,19.3,0.0,89.2,0.2769857183871684
504,504,FY2012-STEPHENS-013,0.75,B,Debris Burning,34.51570968,-83.35523917,GA,4/30/2012,4/30/2012,Apr,4/30/2012 21:33,4/30/2012 23:33,0 days 00:00:00.000000000,3/31/2012,2012,Mar,749483,42370.23316,99999,2009,2020,16,0.1,749483-00394-2012.gz,16.14093649,16.42685185,16.59722222,0.0,2.099026426,2.139444444,2.989880952,0.0,50.18830084,53.93727811,44.06352941,0.0,0.0,0.0,0.0,0.0,0.1463328540476784
505,505,BOULDER DRIVE,5.0,B,Miscellaneous,45.66111111,-120.9672222,WA,4/26/2013,4/26/2013,Apr,4/26/2013 16:20,4/26/2013 18:00,0 days 00:00:00.000000000,3/27/2013,2013,Mar,720753,44339.73909,99999,2010,2018,15,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5022552769651152
506,506,,3.0,B,Debris Burning,34.26686,-85.74785200000001,AL,3/8/2010,,Mar,,,,2/6/2010,2010,Feb,722111,23110.21608,63847,2006,2020,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1679825734061577
507,507,,9.0,B,Arson,33.798132,-87.29437,AL,3/14/2004,3/14/2004,Mar,3/14/2004 10:58,3/14/2004 12:55,0 days 00:00:00.000000000,2/13/2004,2004,Feb,722280,57078.6253,13876,1973,2005,16,0.1,722280-13876-2004.gz,10.6399093,14.24824356,10.89940828,0.0,3.333786848,3.836533958,3.1775147930000003,0.0,69.56069364,61.73043478,52.16969697,0.0,88.2,48.5,0.5,0.0,0.1822869543025091
508,508,MM 141,1.0,B,Missing/Undefined,40.62478,-118.22181,NV,7/28/2014,7/29/2014,Jul,7/28/2014 22:26,7/29/2014 0:00,1 days 00:00:00.000000000,6/28/2014,2014,Jun,725805,68501.70607,24172,1973,2020,15,0.1,725805-24172-2014.gz,27.44635083,27.20460358,24.38604651,29.732,3.445725389,3.412176166,2.998224852,3.2375,24.44836601,27.10817942,30.03680982,14.91666667,1.3,1.3,1.3,0.0,0.4759560222942425
509,509,SURVEY,1.0,B,Miscellaneous,44.29277778,-111.2758333,ID,9/25/2000,9/26/2000,Sep,9/25/2000 16:00,9/26/2000 16:30,1 days 00:00:00.000000000,8/26/2000,2000,Aug,726763,42088.43725,99999,1999,2020,15,0.1,726763-99999-2000.gz,9.785046729,9.229166667,3.791666667,0.5,2.728037383,2.227083333,2.4625,2.05,63.86666667,61.64583333,71.125,59.75,47.8,3.6,3.6,0.0,0.4049254722154451
510,510,,12.0,C,Debris Burning,33.08247,-85.86102,AL,5/9/1996,,May,5/9/1996 1:00,,,4/9/1996,1996,Apr,722287,55959.59144,13871,1992,2005,16,1.0,722287-13871-1996.gz,18.03910534,19.52206304,21.85670732,22.90229226,2.9955202310000004,2.73908046,2.274846626,2.111891117,67.97751124,67.69161677,70.98742138,71.56174699,64.3,25.0,0.0,125.3,0.1697974261402375
511,511,,2.0,B,Miscellaneous,40.57239532,-101.9798584,NE,6/26/2009,,Jun,,,,5/27/2009,2009,May,725626,31205.629360000003,99999,2005,2020,15,0.1,725626-24091-2009.gz,18.25439331,19.70320641,22.57920792,22.84744608,3.811401674,3.576953908,3.52029703,4.003412968999999,71.81422505,74.07010309,67.12182741,67.20457143,91.1,59.6,5.6,107.4,0.3156374583504733
512,512,,4.5,B,Debris Burning,32.6807,-81.6465,GA,9/17/1996,9/17/1996,Sep,9/17/1996 13:00,9/17/1996 15:00,0 days 00:00:00.000000000,8/18/1996,1996,Aug,747805,23513.37716,63818,1955,2020,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1323422502053022
513,513,,2.0,B,Debris Burning,30.726895000000003,-88.352533,AL,9/28/2006,9/28/2006,Sep,9/28/2006 16:00,9/28/2006 17:30,0 days 00:00:00.000000000,8/29/2006,2006,Aug,722230,11078.88868,13894,1990,2020,12,0.1,722230-13894-2006.gz,24.97861702,24.14772727,23.77142857,0.0,2.493783494,2.641875,3.198148148,0.0,73.95156082,73.93907563,73.60377358,0.0,149.9,134.3,37.1,0.0,0.1941202858482273
514,514,,1.0,B,Children,30.30944,-82.14166,FL,3/30/2007,,Mar,,,,2/28/2007,2007,Feb,A00023,25277.34993,63890,2003,2019,12,0.1,A00023-63890-2007.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1385124545851834
515,515,,200.0,D,Missing/Undefined,39.65792885,-107.042258,CO,5/9/2004,,May,,,,4/9/2004,2004,Apr,726392,38512.96632,99999,1973,2020,0,3.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3650346394628228
