Unnamed: 0.1,Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
287,287,,20.0,C,Debris Burning,32.1567,-95.54642,TX,2/7/2008,,Feb,,,,1/8/2008,2008,Jan,722448,25491.99781,99999,1973,2020,12,1.0,722448-13972-2008.gz,7.741522842999999,8.410687023,13.06574074,11.12391714,4.004771573999999,4.497709924,5.57037037,4.748022599,68.96232179,70.82725528,66.65277778,69.90480679,43.2,31.1,15.5,122.3,0.2595179093296815
288,288,,1.0,B,Equipment Use,37.17117,-93.16324,MO,11/16/1999,,Nov,11/16/1999 18:30,,,10/17/1999,1999,Oct,724400,21530.47245,13995,1973,2005,0,0.1,724400-13995-1999.gz,13.14590164,14.14205607,14.89438776,7.913014353999999,3.5038869260000003,3.688,3.220512821,4.486788814,61.13784461,60.56060606,61.07853403,71.85437998,9.8,0.6,0.0,422.3,0.2341124897417767
289,289,OR11,23.0,C,Children,42.1167,-96.367,NE,4/17/1999,,Apr,4/17/1999 15:15,,,3/18/1999,1999,Mar,725570,30484.841910000003,14943,1995,2005,9,1.0,725570-14943-1999.gz,7.294514286,7.708333333,7.04,12.55256831,6.634742857000001,7.657539682999999,8.3768,5.753879781,67.40632319,76.54268293,81.64049587,75.32291667,46.5,44.5,16.3,29.8,0.2617432433987359
290,290,BLUEBELLSP,3.0,B,Lightning,39.4555,-109.9757,UT,8/7/1996,8/7/1996,Aug,8/7/1996 18:15,8/7/1996 19:30,0 days 00:00:00.000000000,7/8/1996,1996,Jul,724773,52761.63702,93132,1988,2005,0,0.1,724773-99999-1996.gz,26.37894737,24.46341463,23.05882353,0.0,2.076842105,2.263414634,2.347058824,0.0,41.35789474,49.12195122,49.76470588,0.0,0.0,0.0,0.0,0.0,0.3939250170951713
291,291,COWHOUSE ISLAND 1,29.0,C,Arson,31.0201,-82.23888889,GA,4/29/2006,5/15/2006,Apr,4/29/2006 11:30,5/15/2006 15:30,16 days 00:00:00.000000000,3/30/2006,2006,Mar,999999,74729.34852999999,53846,2002,2019,12,1.0,999999-54828-2006.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388270409937599
292,292,,1.05,B,Equipment Use,33.75914165,-85.14282755,GA,6/15/2006,,Jun,,,,5/16/2006,2006,May,723200,65339.68995,93801,2005,2020,16,0.1,723200-93801-2006.gz,23.79865005,24.87596567,26.80436893,26.64225941,1.402494802,1.5866666669999998,1.926829268,1.164644351,61.77546778,59.07741935,54.47804878,62.05020921,47.4,16.4,0.0,92.6,0.1628638700105209
293,293,WOLF 1,3.0,B,Lightning,46.81194444,-115.34416670000002,ID,8/11/2015,,Aug,8/11/2015 12:04,,,7/12/2015,2015,Jul,726817,75044.26419,99999,1932,2020,15,0.1,726817-24154-2015.gz,14.45768786,16.47345845,15.68604651,10.38570234,2.107508939,2.027472527,2.208284024,2.248676345,49.33206107,38.87637363,40.50887574,60.8446411,28.2,3.3,0.3,20.2,0.4448984687509911
294,294,,30.0,C,Debris Burning,31.6067,-89.965,MS,2/22/2007,,Feb,,,,1/23/2007,2007,Jan,722348,61984.41695,99999,2005,2020,12,1.0,722348-53808-2007.gz,6.98879203,8.025974026,6.699801193,14.8250591,2.696693699,3.115413185,3.508565737,2.427316141,69.63414634,67.91527094,63.99389002,60.03757829,0.0,0.0,0.0,0.0,0.2081952366744497
295,295,CUMPIAN GRASS FIRE #1,5.0,B,Miscellaneous,28.84314273,-98.72458693,TX,3/18/2009,,Mar,,,,2/16/2009,2009,Feb,720395,23433.57926,99999,2007,2020,12,0.1,720395-00130-2009.gz,16.31855422,16.82156489,12.01434426,20.20961538,3.110848602,3.44565425,2.288934426,3.55998076,54.72025316,65.63821138,67.7944664,46.35023041,3.6,3.6,3.6,1.5,0.2920432171592122
296,296,,1.0,B,Debris Burning,33.16215,-94.94499,TX,2/8/2008,,Feb,,,,1/9/2008,2008,Jan,720311,7192.344026000001,99999,2006,2020,16,0.1,720311-53962-2008.gz,6.833960489,8.583098592,11.92727273,9.92118924,3.196566322,3.922535211,4.548484848,3.746531383,64.92948415,66.47582938,64.07272727,64.52785647,0.0,0.0,0.0,0.0,0.2531827975556249
297,297,ELIZABETH STREET,1.0,B,Lightning,39.28266823,-80.58605765,WV,4/11/1995,4/11/1995,Apr,4/11/1995 18:40,4/11/1995 18:40,0 days 00:00:00.000000000,3/12/1995,1995,Mar,724175,31842.46618,99999,1973,2020,0,0.1,724175-99999-1995.gz,10.8684435,9.959183673,12.69115044,0.0,3.11684435,3.337142857,3.714159292,0.0,43.23409669,44.45918367,29.625,0.0,0.0,0.0,0.0,0.0,0.1190527112701793
298,298,,20.0,C,Arson,33.559897,-86.926153,AL,2/24/2007,2/24/2007,Feb,2/24/2007 17:44,2/24/2007 22:20,0 days 00:00:00.000000000,1/25/2007,2007,Jan,999999,13456.09015,3883,2004,2019,16,1.0,999999-63896-2007.gz,2.265949074,3.888032407,6.628968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791065507825895
299,299,,2.8,B,Debris Burning,32.76585201,-84.0409446,GA,2/7/2009,,Feb,,,,1/8/2009,2009,Jan,747806,29407.3487,99999,2006,2020,12,0.1,747806-63809-2009.gz,5.8197405,6.848007414,3.763419483,10.46078886,2.687303058,2.377386469,2.419880716,2.799396752,36.50986193,42.00711744,40.44854881,43.9250646,0.0,0.0,0.0,0.0,0.1536455100251039
300,300,,25.0,C,Debris Burning,30.58161,-88.28403,AL,2/1/1994,,Feb,2/1/1994 11:00,,,1/2/1994,1994,Jan,722230,12345.34844,13894,1990,2020,12,1.0,722230-13894-1994.gz,8.23125,8.646666667,11.72559524,13.06666667,4.067777778,4.0475,4.101190476,3.702916667,68.55913978,65.69253731,80.3125,71.26226734,654.0,431.8,357.8,320.4,0.1936086637699963
301,301,GRASS FIRE,80.0,C,Equipment Use,33.535242,-96.2883,TX,5/23/2012,,May,,,,4/23/2012,2012,Apr,720287,40913.8765,99999,2006,2020,16,1.0,720287-53967-2012.gz,22.80086048,21.8397711,24.26807229,26.25632911,4.459250153999999,3.1590844060000003,3.61686747,5.070094937,64.18565941,60.45226917,52.93030303,61.95730706,0.0,0.0,0.0,0.0,0.2655116139315296
302,302,LAKE                     ,5.0,B,Miscellaneous,32.85305555,-116.885,CA,7/11/2005,,Jul,,,,6/11/2005,2005,Jun,722904,32641.67405,99999,1942,2020,12,0.1,722904-99999-2005.gz,17.951612899999997,17.72663551,18.07106599,19.90857788,2.254147465,2.099766355,2.003553299,1.99537246,73.60950174,74.29550827,73.9035533,79.30602958,2.9,1.5,0.6,2.1,0.4667884041716097
303,303,,11.57,C,Miscellaneous,33.0586,-84.3617,GA,2/27/1994,2/27/1994,Feb,2/27/1994 14:00,2/27/1994 17:18,0 days 00:00:00.000000000,1/28/1994,1994,Jan,747806,14675.30269,63809,1982,2019,16,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1563185449354385
304,304,,4.0,B,Debris Burning,34.8217,-77.3583,NC,8/30/1993,,Aug,,,,7/31/1993,1993,Jul,723069,23698.91858,99999,1973,2020,16,0.1,723069-99999-1993.gz,24.30697013,24.86811594,24.15059524,23.66900421,2.130813124,1.918550725,1.62202381,2.443398876,76.54493581,73.34202899,71.22023809999999,76.33146067,0.0,0.0,0.0,0.0,0.0931538656173547
305,305,,15.0,C,Missing/Undefined,36.88201001,-83.87012999,KY,11/13/2005,,Nov,,,,10/14/2005,2005,Oct,723293,29270.02554,3849,1981,2018,0,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1495221165497418
306,306,,0.97,B,Miscellaneous,43.24158503,-73.398691,NY,4/29/2009,4/29/2009,Apr,4/29/2009 15:54,4/29/2009 15:54,0 days 00:00:00.000000000,3/30/2009,2009,Mar,725220,20219.54436,14750,2006,2020,9,0.1,725220-14750-2009.gz,7.86697783,10.64851485,14.43617021,0.0,2.9571261680000003,2.8320099260000005,3.235638298,0.0,62.4947644,58.17567568,59.59195402,0.0,54.4,12.6,4.9,0.0,0.0547879184535844
307,307,,3.0,B,Miscellaneous,31.75838998,-95.53345001,TX,3/8/2006,,Mar,,,,2/6/2006,2006,Feb,999999,16520.201240000002,93983,2004,2019,12,0.1,999999-54828-2006.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596871432156675
308,308,FREEWAY 2,8.0,B,Miscellaneous,39.951177,-122.200397,CA,5/25/2014,5/25/2014,May,5/25/2014 17:37,5/25/2014 18:20,0 days 00:00:00.000000000,4/25/2014,2014,Apr,724973,33094.35338,99999,2000,2020,0,0.1,724973-93203-2014.gz,18.33741393,20.44186047,19.78733032,0.0,3.448578017,2.965333333,3.323636364,0.0,47.31500393,39.53936348,52.24423963,0.0,0.0,0.0,0.0,0.0,0.5169308264175019
309,309,AVE 25  / RD 11          ,2.0,B,Miscellaneous,37.11305555,-120.3469444,CA,1/31/2007,,Jan,,,,1/1/2007,2007,Jan,724815,24168.29126,99999,1997,2020,0,0.1,724815-23257-2007.gz,4.61084855,5.639908257,7.474468085,8.600308325,1.652524168,1.3678899080000002,1.6140425530000002,2.131963001,72.8529755,70.98765432,76.98571429,78.73574561,12.2,3.8,3.8,49.1,0.4993325840451361
310,310,,5.0,B,Lightning,29.1,-81.15,FL,7/18/1994,,Jul,,,,6/18/1994,1994,Jun,747870,13532.98033,12834,1942,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1306839460657922
311,311,,2.0,B,Debris Burning,34.9197,-88.3239,MS,3/30/2006,,Mar,,,,2/28/2006,2006,Feb,723235,69027.36504,13896,1978,2020,16,0.1,723235-13896-2006.gz,12.18674556,9.231081081,9.133908046,19.51060109,4.026508876,3.59009009,3.218965517,3.384371585,60.24940618,62.11791383,52.81609195,66.01433297,60.5,34.8,0.0,137.7,0.1909259057991137
312,312,WENDY,3.0,B,Miscellaneous,35.92829376,-119.3128859,CA,6/24/1999,6/24/1999,Jun,6/24/1999 14:30,6/24/1999 14:45,0 days 00:00:00.000000000,5/25/1999,1999,May,723895,25034.51501,99999,1978,2020,15,0.1,723895-99999-1999.gz,21.85877318,23.52492669,25.91428571,0.0,2.695577746,2.639002933,2.781142857,0.0,37.90442225,36.82991202,36.22285714,0.0,0.0,0.0,0.0,0.0,0.4894498767334381
313,313,CREW CAB,1.0,B,Equipment Use,46.1525,-100.6915,ND,5/3/2005,5/3/2005,May,5/3/2005 21:31,5/3/2005 22:47,0 days 00:00:00.000000000,4/3/2005,2005,Apr,727640,70266.98952999999,24011,1973,2010,9,0.1,727640-24011-2005.gz,8.762987737000001,6.695475113,2.457943925,0.0,5.76477146,5.626244344,6.230841121,0.0,54.86241611,51.63122172,55.09813084,0.0,51.8,9.2,1.0,0.0,0.3014581870491482
314,314,,5.0,B,Missing/Undefined,34.73229999,-95.29599771,OK,9/30/1994,9/30/1994,Sep,9/30/1994 13:10,9/30/1994 13:50,0 days 00:00:00.000000000,8/31/1994,1994,Aug,723566,47555.56008,93950,1947,2020,16,0.1,723566-93950-1994.gz,21.70014368,19.47362319,17.38944099,0.0,2.319683908,2.217391304,2.121118012,0.0,74.00725689,69.89411765,70.74375,0.0,0.0,0.0,0.0,0.0,0.2554276553002108
315,315,,85.0,C,Arson,34.82717,-95.255,OK,2/10/2015,2/10/2015,Feb,2/10/2015 16:30,2/10/2015 20:20,0 days 00:00:00.000000000,1/11/2015,2015,Jan,723566,48666.83613,93950,1947,2020,16,1.0,723566-93950-2015.gz,6.189953271,7.628813559,6.852356021,0.0,3.377139508,3.85631068,4.251308901,0.0,65.54694836,62.93446602,65.08376963,0.0,31.1,17.5,0.0,0.0,0.2549842053133817
316,316,HWY 77A,1.0,B,Debris Burning,29.320529,-97.141457,TX,3/19/2011,,Mar,,,,2/17/2011,2011,Feb,999999,38904.68666,477,2010,2020,12,0.1,999999-94060-2011.gz,-13.44106275,-8.967423015,-3.730605159,0.108555221,2.744305556,2.6725,2.541071429,3.703611111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766896971161598
317,317,BITTER,0.86,B,Miscellaneous,35.675633000000005,-120.347045,CA,6/26/2015,6/26/2015,Jun,6/26/2015 15:55,6/26/2015 16:14,0 days 00:00:00.000000000,5/27/2015,2015,May,998175,66431.61011000001,99999,2008,2020,15,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5001603650570432
318,318,ELK TRACE,9.0,B,Fireworks,37.7073881,-81.73046153,WV,5/7/2014,5/7/2014,May,5/7/2014 16:20,5/7/2014 23:00,0 days 00:00:00.000000000,4/7/2014,2014,Apr,724125,65049.66832999999,3859,2006,2020,0,0.1,724125-03859-2014.gz,13.88100559,15.70593407,16.20193237,0.0,3.958108108,4.000441501,3.985436893,0.0,54.1463964,56.73951435,55.99029126,0.0,53.2,30.3,4.6,0.0,0.1299865007721712
319,319,FY2002-FLOYD-087,9.77,B,Debris Burning,34.4816,-85.1115,GA,4/24/2002,4/24/2002,Apr,4/24/2002 16:06,4/24/2002 16:06,0 days 00:00:00.000000000,3/25/2002,2002,Mar,723200,15464.32751,99999,1990,2020,16,0.1,723200-93801-2002.gz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621090790503823
320,320,,41.28,C,Debris Burning,33.11641583,-83.40968181,GA,4/4/2004,,Apr,,,,3/5/2004,2004,Mar,722170,52984.60869,3813,1942,2005,16,1.0,722170-03813-2004.gz,15.13263041,14.8155902,15.0940367,18.73346044,3.173140954,3.1360801780000003,3.5931192660000004,2.772041985,55.84572697,56.83741648,59.97706422,61.67366412,26.8,22.0,14.8,135.2,0.1477501857514556
321,321,,50.0,C,Arson,38.3936,-82.8272,KY,11/7/1999,,Nov,,,,10/8/1999,1999,Oct,724236,98816.47409,3889,1973,2020,0,1.0,724236-03889-1999.gz,13.08074534,11.50915493,11.59559471,10.03984716,2.169239766,2.48030303,2.843718593,2.526602177,65.94352617,57.52367688,60.0617284,62.96105702,97.1,30.8,29.5,43.5,0.1393948886433269
322,322,HARLOW SPRINGS,20.0,C,Lightning,45.87667,-117.605,OR,8/17/2006,8/19/2006,Aug,,,2 days 00:00:00.000000000,7/18/2006,2006,Jul,999999,59053.17481,94103,2004,2019,15,1.0,999999-54828-2006.gz,21.94530154,20.69187675,18.52727273,20.625,2.1507713880000003,1.973109244,1.837575758,1.01875,73.03932584,70.36694678,67.64242424,66.3125,0.0,0.0,0.0,0.0,0.4679333223487554
323,323,FIGHTER,4.5,B,Arson,48.8525,-99.685,ND,10/3/2006,10/3/2006,Oct,10/3/2006 14:30,10/3/2006 16:30,0 days 00:00:00.000000000,9/3/2006,2006,Sep,727675,131925.8914,99999,1936,2020,15,0.1,727675-94011-2006.gz,12.73972868,11.27167969,13.71446809,0.0,4.985645005,5.72578125,5.46893617,0.0,68.63189569,68.9739479,61.06382979,0.0,29.5,25.7,3.3,0.0,0.291362207306082
324,324,,2.93,B,Debris Burning,32.1841,-83.3691,GA,2/13/1996,2/13/1996,Feb,2/13/1996 13:35,2/13/1996 14:26,0 days 00:00:00.000000000,1/14/1996,1996,Jan,722170,61630.47036,3813,1942,2005,12,0.1,722170-03813-1996.gz,7.759432932999999,7.071428571,10.02983425,0.0,3.326717557,3.327692308,3.350276243,0.0,71.58789954,71.17431193,60.24309392,0.0,35.1,28.2,0.0,0.0,0.1480452488330597
325,325,COLSTON,1.0,B,Debris Burning,31.8417217,-95.0212296,TX,6/30/2013,,Jun,,,,5/31/2013,2013,May,720298,18738.95762,99999,2006,2020,12,0.1,720298-53971-2013.gz,26.20721154,27.1155706,28.13059548,26.25247895,2.456132756,2.597773475,3.13963039,2.049204864,70.54,70.82840237,64.88911704,66.56315289999999,0.0,0.0,0.0,0.0,0.2548338720532506
326,326,,20.0,C,Missing/Undefined,33.675,-79.225,SC,7/6/1993,7/7/1993,Jul,,,1 days 00:00:00.000000000,6/6/1993,1993,Jun,747910,27091.93103,99999,1941,2020,16,1.0,747910-13717-1993.gz,25.48316971,26.31372549,27.07440476,25.92083333,3.67769986,3.579271709,3.323214286,2.379166667,78.15147265,78.92436975,79.90476190000001,84.375,0.0,0.0,0.0,0.0,0.1102576130678314
327,327,,1.0,B,Debris Burning,31.39087999,-93.90881998,TX,5/18/2007,,May,,,,4/18/2007,2007,Apr,720296,57255.74299,99999,2006,2020,12,0.1,720296-53945-2007.gz,22.61670534,24.33953488,23.34194831,24.47343896,1.291786543,1.268651163,1.108747515,1.198835042,73.85076046,74.99810785,73.39393939,76.75521822,0.0,0.0,0.0,0.0,0.244792787953666
328,328,,2.0,B,Arson,30.524226,-87.522374,AL,4/2/2004,4/2/2004,Apr,4/2/2004 20:45,4/2/2004 22:30,0 days 00:00:00.000000000,3/3/2004,2004,Mar,722225,27609.12228,3855,2001,2020,12,0.1,722225-03855-2004.gz,16.68584759,17.13504823,17.47183099,0.0,3.390654206,3.429677419,3.118439716,0.0,66.64962121,65.70479705,68.84745763,0.0,3.9,0.3,0.3,0.0,0.1867235704483443
329,329,,5.0,B,Debris Burning,37.39291,-82.70699,KY,9/25/2008,9/25/2008,Sep,9/25/2008 12:45,9/25/2008 12:45,0 days 00:00:00.000000000,8/26/2008,2008,Aug,724133,19164.68836,99999,1973,2020,0,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1388459792640146
330,330,FY2000-COOK-072,1.53,B,Debris Burning,31.1042,-83.4365,GA,2/10/2000,2/10/2000,Feb,2/10/2000 13:20,2/10/2000 13:20,0 days 00:00:00.000000000,1/11/2000,2000,Jan,722062,68779.26924,99999,1945,2005,12,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1494478225377826
331,331,,3.0,B,Debris Burning,35.0383,-80.555,NC,8/4/1993,,Aug,,,,7/5/1993,1993,Jul,723194,6306.281999999999,99999,1990,2010,15,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1211059372335923
332,332,,270.0,D,Arson,48.55069065,-96.49491161,MN,4/13/2008,,Apr,,,,3/14/2008,2008,Mar,727478,39951.69034,4934,2006,2020,15,3.0,727478-04934-2008.gz,-0.89629282,2.087121212,2.66468254,6.58744186,5.198778195,5.189268756000001,4.907185629,5.578883721,73.50106157,66.95449735,59.62190083,54.25380952,0.0,0.0,0.0,0.0,0.2612492129320602
333,333,LEFT FORK MILL CREEK,10.0,C,Arson,38.10122629,-82.52840463,WV,11/22/1999,11/22/1999,Nov,11/22/1999 13:40,11/22/1999 13:40,0 days 00:00:00.000000000,10/23/1999,1999,Oct,724133,68955.44583,99999,1973,2020,0,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1368800551955715
334,334,,40.0,C,Debris Burning,36.31825,-83.74987,TN,1/6/2008,,Jan,,,,12/7/2007,2007,Dec,720353,32503.19325,63875,2006,2020,0,1.0,720353-63875-2007.gz,4.603773585,5.134453782,2.281690141,0.0,0.969934102,0.8573839659999999,0.446808511,0.0,75.22885572,75.76712329,83.39285714,0.0,0.0,0.0,0.0,0.0,0.1487653218966991
335,335,JEAN FIRE,2.0,B,Debris Burning,33.31781504,-98.5987667,TX,7/31/2009,,Jul,,,,7/1/2009,2009,Jul,720318,23406.78031,99999,2006,2020,16,0.1,720318-53965-2009.gz,29.89647332,28.22990741,28.20575397,29.68958333,2.634941995,2.481203704,2.343849206,2.70125,52.45769962,58.96053898,60.18358531,53.73784159,91.1,88.1,68.0,11.2,0.2874488199132652
336,336,,50.0,C,Arson,37.7697,-83.6672,KY,2/25/1997,,Feb,,,,1/26/1997,1997,Jan,724236,36933.95867,3889,1973,2020,0,1.0,724236-03889-1997.gz,3.910746269,4.062900188,10.1165,9.103542234,2.726368159,2.7580037660000003,3.5265,3.208174387,71.5250291,70.89035088,61.63131313,65.72979215,80.4,21.2,10.7,292.3,0.1472232971262108
337,337,,4.5,B,Debris Burning,32.70020924,-83.66788463,GA,3/27/2007,,Mar,,,,2/25/2007,2007,Feb,722175,9803.162554,99999,2006,2020,12,0.1,722175-13860-2007.gz,15.40265589,16.85913242,18.40268817,16.85602923,2.855658199,2.2956621,1.4795698919999998,3.0037758830000003,64.28588957,66.13580247,68.17142857,64.74205845,48.7,2.3,0.0,45.5,0.1503500751525919
338,338,HONDO,2.0,B,Lightning,35.6845,-106.5517,NM,7/10/2001,7/11/2001,Jul,7/10/2001 11:00,7/11/2001 9:00,1 days 00:00:00.000000000,6/10/2001,2001,Jun,723654,32790.65739,93091,1995,2020,15,0.1,723654-99999-2001.gz,20.5,21.125,26.0,0.0,4.866666667,3.35,3.1,0.0,37.66666667,52.5,28.0,0.0,0.0,0.0,0.0,0.0,0.3623568554325755
339,339,JA RANCH - HALLS CREEK FIRE,250.0,D,Lightning,34.825534999999995,-101.027527,TX,8/8/2011,,Aug,,,,7/9/2011,2011,Jul,723630,76317.76107000001,23047,1973,2020,16,3.0,723630-23047-2011.gz,29.93486056,29.67258383,29.41859504,27.76411531,5.537924152,5.26950495,5.166666667,5.227072927,37.51097804,39.10693069,39.825,40.60782347,55.4,20.8,16.2,18.2,0.3095654424169189
340,340,WINCHESTER - REKINDLE 2,10.0,C,Arson,31.957697,-97.94363,TX,7/7/2013,,Jul,,,,6/7/2013,2013,Jun,722600,36105.517530000005,3969,1948,2020,12,1.0,722600-03969-2013.gz,27.63011257,28.79943978,27.2234,28.42560634,3.005628518,3.487301587,2.8280000000000003,2.690065299,50.116322700000005,41.56302521,36.682,58.00606343,4.1,0.0,0.0,99.4,0.2822118083594356
341,341,"1947 RAGLAND GULLY RD, AL",15.0,C,Debris Burning,32.9559005,-87.2862652,AL,10/8/2011,10/8/2011,Oct,10/8/2011 13:18,10/8/2011 14:36,0 days 00:00:00.000000000,9/8/2011,2011,Sep,722290,7066.752240999999,99999,1973,2020,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1827863869148707
342,342,,25.0,C,Arson,33.0331,-86.7289,AL,9/20/2000,,Sep,,,,8/21/2000,2000,Aug,722300,16817.3066,53864,1981,2019,16,1.0,722300-99999-2000.gz,25.03404255,23.31638418,22.40606061,18.53781513,1.3516081869999998,1.563841808,1.4030303030000002,1.5242296919999998,69.52664577,70.54268293,61.56849315,65.21503759,8.1,4.8,0.3,36.1,0.1776791544301896
343,343,,1.0,B,Debris Burning,34.93982412,-88.70155732,MS,3/10/1993,3/10/1993,Mar,3/10/1993 15:27,3/10/1993 16:03,0 days 00:00:00.000000000,2/8/1993,1993,Feb,723235,103067.0549,13896,1978,2020,16,0.1,723235-13896-1993.gz,6.300714286,6.375792507000001,9.317391304,0.0,3.3505730660000004,3.387572254,3.425465839,0.0,67.45244957,65.15362319,66.92546584,0.0,0.0,0.0,0.0,0.0,0.1943573706282575
344,344,LEFT HAND,2.0,B,Lightning,33.77555556,-108.8855556,NM,11/7/2013,11/7/2013,Nov,11/7/2013 12:15,11/7/2013 15:00,0 days 00:00:00.000000000,10/8/2013,2013,Oct,723754,94092.41202,93027,1973,2018,16,0.1,723754-93027-2013.gz,9.757039187,9.229551451,6.705882353,0.0,3.025726744,3.199736148,3.036898396,0.0,41.74563953,46.97889182,52.27807487,0.0,15.2,13.7,12.4,0.0,0.3864116504135366
345,345,,1.0,B,Railroad,27.48,-81.3,FL,4/16/1992,,Apr,,,,3/17/1992,1992,Mar,747960,19117.92575,12804,1978,1993,12,0.1,747960-12804-1992.gz,22.07457045,22.12198582,23.52575758,22.90592105,2.764261168,2.604964539,3.146969697,2.056907895,64.46126761,65.44029851,66.56451613,65.49163879999999,28.5,11.5,0.0,42.5,0.1334031652523111
346,346,XMASBEAR1,69.0,C,Miscellaneous,26.24378,-81.17459000000001,FL,12/22/1999,12/22/1999,Dec,12/22/1999 10:30,12/22/1999 17:00,0 days 00:00:00.000000000,11/22/1999,1999,Nov,724741,61117.14759,99999,1973,2012,12,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1334130624182095
347,347,,1.53,B,Arson,31.7893,-81.6331,GA,3/9/1992,3/9/1992,Mar,3/9/1992 11:10,3/9/1992 11:58,0 days 00:00:00.000000000,2/8/1992,1992,Feb,722090,12128.45792,99999,1945,2020,12,0.1,722090-99999-1992.gz,16.18298851,19.25123153,19.90887097,0.0,1.557931034,1.365517241,0.727419355,0.0,70.53521127,69.795,69.63114754,0.0,44.5,8.5,0.5,0.0,0.1328651919197703
348,348,,1.0,B,Arson,30.23542,-94.31042002,TX,6/7/2000,,Jun,,,,5/8/2000,2000,May,994260,67531.11200000001,99999,1943,2020,12,0.1,994260-99999-2000.gz,25.91147309,27.06125356,27.12634731,27.80720339,6.535552407999999,6.170940171,5.417365268999999,6.626412429,80.40793201,79.47008547,74.34730539,75.44413013,0.0,0.0,0.0,0.0,0.2494229064239408
349,349,MANDER,94.0,C,Children,43.2319,-102.5316,SD,3/13/1994,3/13/1994,Mar,3/13/1994 13:00,3/13/1994 16:00,0 days 00:00:00.000000000,2/11/1994,1994,Feb,726517,23456.09929,94039,1985,2004,9,1.0,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3199143163680757
350,350,,2.0,B,Missing/Undefined,33.60833333,-79.85833333,SC,1/24/1994,1/24/1994,Jan,,,0 days 00:00:00.000000000,12/25/1993,1993,Dec,723107,32634.07845,371,1979,2005,16,0.1,File Not Found,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1158800323462923
